loan_amnt,term,int_rate,home_ownership,annual_inc,verification_status,repay_fail
26000.0,60 months,13.49,RENT,70446.2,Source Verified,0
19000.0,36 months,10.37,MORTGAGE,92795.0,Verified,0
11000.0,36 months,6.99,MORTGAGE,68000.0,Source Verified,0
14400.0,36 months,13.85,MORTGAGE,102000.0,Verified,0
30000.0,60 months,17.49,MORTGAGE,88000.0,Source Verified,0
12000.0,36 months,6.03,RENT,45000.0,Not Verified,0
10000.0,36 months,13.35,MORTGAGE,43000.0,Verified,0
7125.0,36 months,13.99,MORTGAGE,37460.0,Verified,0
9000.0,36 months,16.77,RENT,160000.0,Not Verified,0
35000.0,36 months,17.99,OWN,104000.0,Verified,0
7700.0,36 months,12.42,RENT,30000.0,Source Verified,0
6000.0,36 months,9.99,RENT,78000.0,Source Verified,0
15000.0,60 months,11.49,MORTGAGE,55000.0,Source Verified,0
10000.0,36 months,8.49,MORTGAGE,86748.0,Source Verified,0
6000.0,36 months,12.72,MORTGAGE,44447.08,Verified,0
5000.0,36 months,6.62,MORTGAGE,40000.0,Not Verified,0
3600.0,60 months,16.77,MORTGAGE,37000.0,Source Verified,0
2500.0,36 months,14.65,RENT,48000.0,Source Verified,0
6500.0,36 months,10.37,RENT,30000.0,Verified,0
5000.0,36 months,6.99,MORTGAGE,64500.0,Source Verified,0
9000.0,36 months,13.92,RENT,85000.0,Not Verified,0
10000.0,36 months,12.42,RENT,40000.0,Not Verified,0
12000.0,36 months,5.99,MORTGAGE,44000.0,Source Verified,0
12000.0,60 months,20.25,MORTGAGE,62000.0,Not Verified,0
3000.0,36 months,12.42,MORTGAGE,66000.0,Not Verified,0
1500.0,36 months,7.05,MORTGAGE,45000.0,Not Verified,0
18000.0,60 months,17.99,RENT,96000.0,Verified,1
15600.0,36 months,6.03,MORTGAGE,73000.0,Not Verified,0
3000.0,36 months,6.92,MORTGAGE,58000.0,Source Verified,0
30000.0,60 months,18.79,RENT,100000.0,Verified,1
4000.0,36 months,10.37,RENT,12600.0,Verified,0
9350.0,60 months,10.0,RENT,66000.0,Not Verified,0
10000.0,36 months,11.14,RENT,93000.0,Not Verified,0
7000.0,36 months,12.84,RENT,39996.0,Source Verified,0
25000.0,36 months,11.12,MORTGAGE,118000.0,Verified,0
2400.0,36 months,12.69,MORTGAGE,59393.0,Source Verified,0
4500.0,36 months,10.38,RENT,18000.0,Not Verified,0
12000.0,60 months,19.42,RENT,37000.0,Source Verified,0
4000.0,60 months,16.82,RENT,42840.0,Source Verified,0
13000.0,60 months,16.82,RENT,45000.0,Source Verified,0
14000.0,60 months,14.17,RENT,50004.0,Source Verified,0
10000.0,36 months,14.65,RENT,43000.0,Source Verified,0
35000.0,60 months,11.71,MORTGAGE,280000.0,Verified,0
25000.0,60 months,11.49,OWN,90000.0,Verified,0
15000.0,60 months,13.99,MORTGAGE,95000.0,Source Verified,1
15000.0,36 months,18.67,RENT,90000.0,Verified,0
20000.0,60 months,10.99,MORTGAGE,81000.0,Verified,0
6000.0,36 months,14.09,RENT,30000.0,Not Verified,1
6000.0,36 months,12.53,RENT,47928.0,Not Verified,0
9000.0,36 months,7.51,MORTGAGE,55000.0,Source Verified,0
8000.0,36 months,7.51,RENT,24996.0,Source Verified,0
6400.0,36 months,7.51,MORTGAGE,40000.0,Not Verified,0
7000.0,36 months,16.82,RENT,65000.0,Not Verified,0
3625.0,36 months,13.49,MORTGAGE,20000.0,Source Verified,0
10000.0,36 months,17.27,RENT,72000.0,Verified,0
17000.0,36 months,11.58,RENT,52000.0,Verified,0
4000.0,36 months,8.59,RENT,84996.0,Source Verified,0
7000.0,36 months,9.32,RENT,72000.0,Source Verified,0
1000.0,36 months,8.59,OWN,54870.0,Not Verified,0
5000.0,36 months,14.96,MORTGAGE,103000.0,Verified,0
12000.0,36 months,17.19,RENT,70000.0,Not Verified,0
15000.0,36 months,7.49,MORTGAGE,71500.0,Verified,0
4550.0,36 months,13.57,RENT,130000.0,Source Verified,0
17000.0,36 months,16.7,MORTGAGE,97243.52,Not Verified,0
5400.0,36 months,8.9,MORTGAGE,50000.0,Source Verified,0
16000.0,36 months,13.61,RENT,45000.0,Source Verified,0
20000.0,36 months,13.87,RENT,60000.0,Verified,0
8000.0,60 months,7.66,MORTGAGE,42000.0,Not Verified,0
20000.0,60 months,15.62,MORTGAGE,80000.0,Verified,0
14400.0,36 months,10.62,MORTGAGE,87663.0,Not Verified,0
25000.0,60 months,11.86,MORTGAGE,86000.0,Verified,0
20000.0,36 months,17.39,RENT,112000.0,Verified,0
1900.0,36 months,13.49,RENT,32000.0,Source Verified,0
16000.0,60 months,10.59,RENT,43000.0,Source Verified,0
9000.0,36 months,10.83,OTHER,28000.0,Verified,0
2500.0,36 months,14.72,RENT,45000.0,Not Verified,1
25975.0,60 months,18.64,MORTGAGE,46000.0,Verified,1
6800.0,36 months,12.99,RENT,87360.0,Not Verified,0
10000.0,36 months,7.49,RENT,50000.0,Source Verified,0
20000.0,36 months,14.59,RENT,66690.0,Not Verified,0
15000.0,36 months,15.96,MORTGAGE,95000.0,Verified,0
7000.0,36 months,8.0,MORTGAGE,96713.32,Not Verified,0
25000.0,60 months,12.98,MORTGAGE,103000.0,Not Verified,0
35000.0,60 months,22.35,MORTGAGE,100000.0,Verified,1
12000.0,36 months,6.62,MORTGAGE,85000.0,Verified,0
9600.0,36 months,14.17,MORTGAGE,72000.0,Not Verified,0
15750.0,36 months,6.62,MORTGAGE,54000.0,Source Verified,0
14000.0,36 months,17.58,MORTGAGE,88000.0,Verified,0
15000.0,36 months,15.58,RENT,92000.0,Verified,0
5000.0,36 months,7.49,RENT,32000.0,Source Verified,0
18000.0,60 months,16.32,MORTGAGE,90000.0,Not Verified,1
3000.0,36 months,7.66,OWN,40000.0,Verified,0
3500.0,36 months,6.17,RENT,24000.0,Verified,0
10200.0,36 months,7.51,MORTGAGE,130000.0,Verified,0
18000.0,36 months,17.93,RENT,180000.0,Verified,0
6000.0,36 months,10.75,RENT,30000.0,Not Verified,0
20375.0,60 months,16.49,RENT,50000.0,Verified,0
25000.0,36 months,12.73,MORTGAGE,110004.0,Verified,0
2300.0,36 months,10.99,RENT,30000.0,Not Verified,0
2400.0,36 months,17.49,RENT,13440.0,Verified,1
12000.0,60 months,11.99,MORTGAGE,51600.0,Source Verified,1
5000.0,36 months,5.79,RENT,40000.0,Not Verified,0
5500.0,36 months,8.0,RENT,30000.0,Not Verified,0
3275.0,36 months,8.88,RENT,35820.0,Verified,0
11625.0,36 months,16.08,RENT,52000.0,Not Verified,1
25000.0,60 months,17.58,RENT,76000.0,Verified,0
35000.0,60 months,17.27,MORTGAGE,122000.0,Verified,0
30000.0,60 months,19.69,MORTGAGE,130000.0,Verified,0
4400.0,36 months,19.03,RENT,80000.0,Verified,0
20000.0,36 months,12.53,OWN,48500.0,Verified,0
4500.0,36 months,12.42,RENT,24000.0,Not Verified,0
12000.0,36 months,10.99,RENT,60000.0,Not Verified,0
15000.0,36 months,8.94,MORTGAGE,130920.0,Not Verified,0
15000.0,36 months,11.86,MORTGAGE,159000.0,Source Verified,0
1000.0,36 months,13.85,RENT,28800.0,Not Verified,0
8000.0,36 months,10.99,RENT,70000.0,Verified,0
1500.0,36 months,15.95,RENT,29500.0,Source Verified,1
12000.0,36 months,11.14,MORTGAGE,150000.0,Not Verified,0
20000.0,36 months,7.29,MORTGAGE,86376.0,Not Verified,0
4325.0,60 months,15.95,MORTGAGE,91176.0,Not Verified,1
7400.0,36 months,14.38,MORTGAGE,36000.0,Not Verified,1
14000.0,36 months,10.62,RENT,100000.0,Not Verified,0
9000.0,36 months,12.69,RENT,52000.0,Source Verified,0
3300.0,36 months,14.65,RENT,66000.0,Not Verified,0
20000.0,36 months,13.85,RENT,50000.0,Not Verified,0
11200.0,36 months,9.76,OWN,36000.0,Not Verified,0
3000.0,36 months,18.64,RENT,48000.0,Source Verified,0
5000.0,36 months,10.37,MORTGAGE,38400.0,Verified,1
10800.0,60 months,15.28,MORTGAGE,41600.0,Verified,0
21125.0,60 months,13.06,MORTGAGE,67000.0,Verified,0
4000.0,36 months,6.99,MORTGAGE,54000.0,Not Verified,0
5000.0,60 months,9.25,MORTGAGE,75000.0,Source Verified,0
5000.0,36 months,11.36,RENT,67200.0,Not Verified,0
8000.0,36 months,6.03,RENT,63900.0,Source Verified,0
20000.0,60 months,16.4,MORTGAGE,130000.0,Verified,0
16000.0,36 months,14.09,RENT,68000.0,Verified,0
5600.0,36 months,11.58,RENT,73000.0,Not Verified,0
10750.0,36 months,15.2,RENT,24000.0,Source Verified,1
5100.0,36 months,17.54,MORTGAGE,26700.0,Not Verified,1
1000.0,36 months,7.88,RENT,72000.0,Not Verified,0
20000.0,60 months,18.54,MORTGAGE,150000.0,Verified,1
8000.0,36 months,7.9,RENT,75000.0,Not Verified,0
7000.0,36 months,7.88,MORTGAGE,51000.0,Not Verified,0
2000.0,36 months,16.49,RENT,36108.0,Source Verified,0
16750.0,36 months,14.61,MORTGAGE,115000.0,Not Verified,0
3800.0,36 months,14.59,OWN,20400.0,Not Verified,1
15000.0,36 months,11.71,RENT,33800.0,Not Verified,0
20000.0,60 months,19.03,RENT,50000.0,Verified,0
14000.0,60 months,15.28,OWN,30000.0,Verified,0
8500.0,36 months,12.84,OWN,50000.0,Source Verified,0
1200.0,36 months,7.51,MORTGAGE,54000.0,Not Verified,0
5400.0,36 months,14.79,RENT,75000.0,Source Verified,0
13000.0,60 months,16.77,MORTGAGE,50000.0,Not Verified,0
18000.0,60 months,13.99,MORTGAGE,76000.0,Source Verified,0
16000.0,60 months,14.79,MORTGAGE,64000.0,Source Verified,0
10000.0,36 months,13.47,MORTGAGE,87000.0,Verified,0
25000.0,60 months,19.03,MORTGAGE,96000.0,Verified,0
15000.0,36 months,12.99,RENT,46890.0,Verified,0
6000.0,36 months,12.99,MORTGAGE,42000.0,Not Verified,0
3000.0,60 months,9.99,MORTGAGE,30000.0,Not Verified,0
13000.0,36 months,9.63,MORTGAGE,45000.0,Not Verified,0
8325.0,36 months,6.62,RENT,19000.0,Verified,0
20000.0,36 months,11.36,OWN,60000.0,Verified,0
15450.0,36 months,10.91,RENT,120000.0,Not Verified,1
10000.0,36 months,12.18,MORTGAGE,18000.0,Not Verified,1
12000.0,36 months,9.63,MORTGAGE,35000.0,Not Verified,0
8000.0,36 months,6.62,RENT,39000.0,Not Verified,0
5600.0,36 months,10.37,MORTGAGE,56000.0,Verified,0
13250.0,36 months,13.49,RENT,37500.0,Verified,0
12000.0,36 months,6.92,MORTGAGE,90000.0,Not Verified,0
8400.0,36 months,16.89,MORTGAGE,60000.0,Not Verified,0
7000.0,36 months,11.49,MORTGAGE,65000.0,Not Verified,0
7000.0,36 months,11.49,MORTGAGE,69600.0,Not Verified,1
5000.0,60 months,16.02,RENT,18000.0,Verified,0
10000.0,36 months,9.32,RENT,85000.0,Not Verified,0
2500.0,36 months,9.88,RENT,30000.0,Not Verified,0
3500.0,60 months,11.71,MORTGAGE,44004.0,Source Verified,0
15000.0,36 months,12.61,RENT,31680.0,Verified,1
17500.0,36 months,13.11,MORTGAGE,58000.0,Not Verified,0
11400.0,36 months,9.63,MORTGAGE,137000.0,Not Verified,0
22000.0,60 months,13.8,RENT,78384.0,Verified,0
19075.0,60 months,20.89,RENT,48000.0,Source Verified,0
9000.0,60 months,16.77,MORTGAGE,52425.0,Verified,0
12000.0,36 months,15.21,MORTGAGE,87504.0,Not Verified,0
2000.0,36 months,11.14,RENT,37000.0,Not Verified,0
25000.0,36 months,15.57,MORTGAGE,146000.0,Not Verified,0
8000.0,36 months,18.39,RENT,84000.0,Verified,1
9600.0,36 months,9.63,RENT,41000.0,Not Verified,0
13475.0,36 months,15.68,RENT,39481.0,Source Verified,0
6000.0,36 months,13.57,MORTGAGE,82000.0,Not Verified,0
5000.0,36 months,8.49,MORTGAGE,82500.0,Source Verified,0
7500.0,36 months,10.96,OWN,30000.0,Not Verified,0
12500.0,36 months,14.26,MORTGAGE,33000.0,Verified,0
4000.0,36 months,8.59,RENT,8000.0,Not Verified,0
4800.0,36 months,16.0,MORTGAGE,98000.0,Not Verified,0
35000.0,60 months,22.11,MORTGAGE,106000.0,Verified,0
10000.0,60 months,13.61,MORTGAGE,71073.0,Source Verified,0
22000.0,60 months,19.04,MORTGAGE,76000.0,Verified,1
5600.0,36 months,13.22,RENT,75797.0,Not Verified,0
16400.0,36 months,13.79,MORTGAGE,72890.0,Not Verified,0
15000.0,36 months,11.83,MORTGAGE,189996.0,Verified,0
6500.0,36 months,7.51,MORTGAGE,92052.0,Not Verified,0
35000.0,60 months,20.3,MORTGAGE,543000.0,Verified,0
12000.0,36 months,7.29,RENT,64575.0,Not Verified,0
7200.0,36 months,8.0,RENT,83000.0,Not Verified,0
20000.0,36 months,17.04,RENT,60000.0,Source Verified,0
20000.0,36 months,6.17,MORTGAGE,210000.0,Verified,0
11850.0,36 months,15.57,RENT,70380.0,Not Verified,0
3500.0,36 months,13.11,RENT,39000.0,Not Verified,0
18250.0,60 months,15.95,MORTGAGE,50000.0,Verified,0
15000.0,36 months,13.49,MORTGAGE,42000.0,Source Verified,0
5000.0,36 months,11.11,RENT,65004.0,Not Verified,1
4200.0,36 months,14.11,MORTGAGE,18701.0,Not Verified,0
12000.0,36 months,14.26,RENT,90000.0,Verified,0
6600.0,36 months,10.99,RENT,70000.0,Not Verified,0
20000.0,36 months,6.17,OWN,117500.0,Verified,0
9600.0,36 months,15.62,RENT,60000.0,Source Verified,1
17000.0,36 months,5.79,RENT,80000.0,Source Verified,0
7500.0,36 months,11.03,MORTGAGE,60000.0,Not Verified,0
20000.0,36 months,11.63,RENT,75000.0,Verified,0
10000.0,36 months,6.91,MORTGAGE,62000.0,Not Verified,1
5000.0,36 months,13.92,RENT,30000.0,Not Verified,0
19975.0,36 months,13.92,RENT,125000.0,Not Verified,1
20500.0,60 months,11.71,MORTGAGE,85000.0,Verified,0
4850.0,60 months,9.99,MORTGAGE,58000.0,Not Verified,1
25000.0,36 months,10.91,MORTGAGE,73000.0,Not Verified,1
7200.0,36 months,11.83,MORTGAGE,69996.0,Verified,0
6200.0,36 months,6.99,MORTGAGE,65000.0,Source Verified,0
15000.0,36 months,17.14,OWN,79200.0,Source Verified,0
5000.0,60 months,16.32,MORTGAGE,54000.0,Source Verified,0
3000.0,36 months,7.14,MORTGAGE,100000.0,Not Verified,0
8000.0,60 months,13.98,RENT,80584.56,Verified,0
5500.0,60 months,17.93,OWN,152000.0,Source Verified,0
16000.0,36 months,12.21,MORTGAGE,120000.0,Not Verified,0
3000.0,36 months,13.3,RENT,35244.0,Not Verified,1
8000.0,60 months,13.06,RENT,84000.0,Verified,1
14500.0,36 months,6.54,MORTGAGE,90000.0,Not Verified,0
4200.0,36 months,10.51,OWN,57000.0,Not Verified,0
18000.0,36 months,14.96,MORTGAGE,102000.0,Verified,0
10000.0,36 months,14.11,RENT,72500.0,Verified,0
3600.0,36 months,14.96,RENT,24000.0,Not Verified,1
12000.0,36 months,8.32,MORTGAGE,90000.0,Not Verified,0
24000.0,36 months,7.88,MORTGAGE,140000.0,Verified,0
12000.0,60 months,15.96,RENT,48744.0,Verified,1
8500.0,60 months,13.06,RENT,58000.0,Not Verified,0
3250.0,36 months,10.99,OWN,12000.0,Not Verified,0
4000.0,36 months,10.74,MORTGAGE,26400.0,Source Verified,0
10000.0,36 months,8.94,RENT,62366.4,Verified,0
30000.0,60 months,20.89,MORTGAGE,96000.0,Verified,0
12500.0,36 months,9.62,RENT,110000.0,Source Verified,0
10000.0,36 months,6.03,MORTGAGE,65000.0,Not Verified,0
11400.0,36 months,14.84,RENT,79000.0,Source Verified,0
8000.0,36 months,13.93,RENT,27000.0,Not Verified,0
9600.0,36 months,10.74,MORTGAGE,55000.0,Not Verified,0
3400.0,36 months,13.24,RENT,30000.0,Not Verified,0
34000.0,60 months,17.14,MORTGAGE,216000.0,Verified,0
8000.0,36 months,8.38,RENT,105000.0,Not Verified,0
3500.0,36 months,14.74,MORTGAGE,97992.0,Not Verified,1
12800.0,36 months,13.48,RENT,46000.0,Not Verified,0
20000.0,36 months,6.54,MORTGAGE,81500.0,Verified,0
12400.0,36 months,10.65,RENT,41000.0,Not Verified,0
3000.0,36 months,11.99,MORTGAGE,48000.0,Not Verified,1
12000.0,60 months,18.25,MORTGAGE,59000.0,Not Verified,0
20000.0,36 months,16.7,RENT,60504.0,Verified,0
16500.0,36 months,7.88,RENT,68000.0,Verified,0
2500.0,36 months,7.49,MORTGAGE,22000.0,Source Verified,0
10000.0,36 months,15.7,RENT,123000.0,Not Verified,1
5600.0,36 months,13.43,MORTGAGE,80000.0,Source Verified,0
2200.0,60 months,12.69,RENT,32004.0,Source Verified,0
15000.0,36 months,7.9,RENT,85000.0,Source Verified,0
5000.0,36 months,13.99,RENT,48000.0,Not Verified,1
12000.0,36 months,10.99,RENT,78500.0,Not Verified,0
3000.0,60 months,10.74,RENT,65000.0,Source Verified,0
15000.0,36 months,6.03,MORTGAGE,43000.0,Not Verified,0
19600.0,60 months,10.59,MORTGAGE,39996.0,Verified,0
5000.0,36 months,14.27,MORTGAGE,111740.0,Source Verified,0
19600.0,60 months,17.99,MORTGAGE,72000.0,Verified,1
8850.0,36 months,10.37,MORTGAGE,60000.0,Not Verified,0
4500.0,36 months,7.88,RENT,33000.0,Not Verified,0
2225.0,60 months,12.99,RENT,25000.0,Not Verified,0
6500.0,36 months,6.17,MORTGAGE,56256.0,Verified,0
1500.0,60 months,12.68,MORTGAGE,40000.0,Not Verified,0
5000.0,60 months,11.99,RENT,50004.0,Source Verified,0
7000.0,60 months,14.83,MORTGAGE,54257.0,Verified,0
5000.0,60 months,16.49,RENT,48000.0,Source Verified,1
3600.0,36 months,6.17,RENT,40000.0,Source Verified,0
5000.0,36 months,14.79,MORTGAGE,83200.0,Not Verified,0
25000.0,60 months,19.69,MORTGAGE,96000.0,Verified,0
6000.0,36 months,10.99,RENT,17376.0,Not Verified,0
10000.0,36 months,11.11,RENT,36000.0,Source Verified,0
7000.0,36 months,14.82,MORTGAGE,42000.0,Not Verified,0
15000.0,60 months,9.25,MORTGAGE,85000.0,Source Verified,0
5000.0,36 months,7.88,OWN,65000.0,Not Verified,1
5000.0,36 months,13.8,OTHER,35000.0,Verified,0
21000.0,60 months,18.39,MORTGAGE,84000.0,Verified,0
15000.0,36 months,14.11,MORTGAGE,205752.0,Verified,1
15000.0,60 months,18.25,MORTGAGE,65000.0,Not Verified,1
4500.0,36 months,5.42,MORTGAGE,100000.0,Verified,0
20000.0,36 months,10.74,RENT,104000.0,Verified,0
6000.0,36 months,7.74,MORTGAGE,75400.0,Not Verified,0
5000.0,36 months,10.62,RENT,47000.0,Not Verified,0
6500.0,36 months,9.63,OTHER,31992.0,Verified,0
12000.0,36 months,5.42,MORTGAGE,72000.0,Source Verified,0
15000.0,60 months,18.79,RENT,130000.0,Verified,0
12000.0,60 months,17.49,MORTGAGE,275000.0,Verified,0
15000.0,60 months,10.65,MORTGAGE,35000.0,Source Verified,0
10000.0,36 months,11.49,RENT,130000.0,Not Verified,0
11000.0,36 months,7.51,RENT,65000.0,Verified,0
7500.0,60 months,7.14,OWN,65000.0,Source Verified,0
2000.0,36 months,11.71,RENT,30000.0,Not Verified,1
4200.0,36 months,14.72,RENT,28800.0,Source Verified,1
20000.0,36 months,12.29,RENT,78000.0,Not Verified,0
3000.0,36 months,12.73,RENT,100000.0,Not Verified,1
13000.0,60 months,13.98,MORTGAGE,93000.0,Verified,0
17000.0,60 months,14.79,MORTGAGE,100000.0,Verified,0
6000.0,36 months,12.92,MORTGAGE,40800.0,Not Verified,0
21600.0,36 months,6.54,MORTGAGE,58000.0,Verified,0
5000.0,36 months,8.94,RENT,24000.0,Not Verified,0
7000.0,36 months,14.09,MORTGAGE,55000.0,Verified,0
5000.0,36 months,9.88,MORTGAGE,54996.0,Not Verified,1
5150.0,36 months,6.62,MORTGAGE,111000.0,Not Verified,0
10000.0,36 months,13.98,RENT,70000.0,Verified,0
5500.0,60 months,10.0,MORTGAGE,114600.0,Source Verified,1
25000.0,36 months,11.86,RENT,84996.0,Not Verified,0
17000.0,60 months,10.74,RENT,36000.0,Source Verified,0
1850.0,36 months,10.74,OWN,48000.0,Not Verified,1
2500.0,36 months,13.49,MORTGAGE,55000.0,Source Verified,0
10000.0,36 months,20.62,MORTGAGE,185000.0,Source Verified,0
8000.0,36 months,7.14,MORTGAGE,99800.0,Not Verified,0
7800.0,36 months,16.07,MORTGAGE,40000.0,Verified,0
12000.0,60 months,10.0,RENT,89000.0,Not Verified,0
3000.0,36 months,13.98,RENT,70000.0,Source Verified,0
16000.0,36 months,12.36,MORTGAGE,82000.0,Not Verified,1
12000.0,60 months,10.37,MORTGAGE,59000.0,Source Verified,0
7000.0,60 months,5.79,MORTGAGE,66000.0,Not Verified,0
15000.0,36 months,13.85,MORTGAGE,135000.0,Not Verified,0
2800.0,36 months,6.76,MORTGAGE,52800.0,Not Verified,0
30000.0,60 months,10.65,MORTGAGE,60000.0,Verified,0
18550.0,60 months,13.43,MORTGAGE,70000.0,Not Verified,0
9350.0,36 months,7.49,RENT,50000.0,Not Verified,0
15000.0,36 months,11.12,RENT,60000.0,Source Verified,0
2500.0,36 months,15.33,RENT,29464.0,Not Verified,0
20000.0,60 months,18.17,MORTGAGE,120000.0,Verified,0
3200.0,36 months,10.99,RENT,56000.0,Source Verified,0
8000.0,36 months,7.88,MORTGAGE,60000.0,Not Verified,0
15000.0,36 months,8.49,RENT,60000.0,Not Verified,0
4900.0,60 months,7.88,MORTGAGE,63600.0,Not Verified,0
8400.0,60 months,15.96,MORTGAGE,35004.0,Not Verified,0
6000.0,60 months,15.99,RENT,83000.0,Source Verified,1
3950.0,36 months,6.92,RENT,45000.0,Verified,0
5750.0,36 months,14.74,OTHER,16000.0,Not Verified,0
15000.0,60 months,20.11,RENT,40000.0,Source Verified,0
2400.0,36 months,16.0,RENT,4800.0,Source Verified,0
3600.0,36 months,5.99,RENT,55000.0,Not Verified,0
11200.0,36 months,14.96,OTHER,47000.0,Not Verified,1
4000.0,36 months,18.64,RENT,47000.0,Source Verified,1
8000.0,60 months,17.51,RENT,40000.0,Source Verified,1
12000.0,36 months,7.51,RENT,42000.0,Not Verified,0
10000.0,36 months,7.29,RENT,115000.0,Not Verified,0
4000.0,36 months,6.39,RENT,13200.0,Source Verified,0
17150.0,60 months,9.62,RENT,58000.0,Verified,0
5500.0,36 months,13.16,MORTGAGE,39996.0,Not Verified,0
5000.0,36 months,5.79,MORTGAGE,50000.0,Source Verified,0
7500.0,36 months,13.47,RENT,26300.0,Not Verified,1
5000.0,36 months,8.32,RENT,82000.0,Not Verified,0
21600.0,60 months,11.71,MORTGAGE,75000.0,Verified,0
5000.0,60 months,15.21,RENT,54500.0,Source Verified,1
10000.0,36 months,13.24,RENT,66000.0,Not Verified,1
8500.0,36 months,6.92,MORTGAGE,180000.0,Source Verified,0
5250.0,36 months,12.92,RENT,20000.0,Verified,1
18000.0,36 months,15.23,RENT,46800.0,Verified,0
16000.0,60 months,13.49,MORTGAGE,62000.0,Source Verified,0
15000.0,60 months,18.25,RENT,80400.0,Source Verified,1
2000.0,36 months,5.99,MORTGAGE,54000.0,Not Verified,0
15000.0,36 months,16.0,MORTGAGE,50000.0,Source Verified,0
2400.0,36 months,15.62,RENT,20000.0,Source Verified,0
10000.0,60 months,13.49,MORTGAGE,60000.0,Not Verified,0
1500.0,36 months,11.86,RENT,15600.0,Not Verified,0
5175.0,36 months,6.03,MORTGAGE,36000.0,Source Verified,0
4000.0,60 months,7.88,MORTGAGE,80000.0,Not Verified,1
6000.0,36 months,6.62,MORTGAGE,25000.0,Not Verified,0
2000.0,36 months,11.49,OWN,56000.0,Not Verified,1
9000.0,36 months,7.14,RENT,46000.0,Not Verified,0
5000.0,36 months,13.85,MORTGAGE,33685.0,Not Verified,0
25000.0,60 months,20.53,MORTGAGE,240000.0,Source Verified,0
20000.0,36 months,13.57,RENT,100000.0,Not Verified,0
14400.0,60 months,16.4,RENT,85000.0,Not Verified,0
14700.0,36 months,17.22,RENT,25000.0,Not Verified,0
11400.0,36 months,6.62,MORTGAGE,90000.0,Source Verified,0
10000.0,36 months,11.12,MORTGAGE,142000.0,Verified,0
22400.0,36 months,12.69,RENT,73000.0,Verified,0
4500.0,60 months,15.99,RENT,53000.0,Not Verified,0
10000.0,36 months,6.03,MORTGAGE,63132.0,Source Verified,0
12000.0,36 months,7.88,RENT,28080.0,Not Verified,0
3000.0,36 months,6.76,MORTGAGE,35000.0,Not Verified,0
21000.0,60 months,12.42,MORTGAGE,70000.0,Verified,0
10000.0,36 months,10.65,MORTGAGE,45000.0,Not Verified,0
8000.0,36 months,7.4,RENT,73000.0,Not Verified,0
14400.0,60 months,15.27,MORTGAGE,60000.0,Not Verified,1
3200.0,36 months,7.88,MORTGAGE,56566.0,Not Verified,0
15000.0,60 months,10.65,MORTGAGE,200000.0,Verified,0
10000.0,36 months,16.45,MORTGAGE,60000.0,Verified,1
17000.0,60 months,18.64,MORTGAGE,35000.0,Source Verified,1
3000.0,36 months,13.72,RENT,43200.0,Not Verified,0
20000.0,36 months,19.04,MORTGAGE,108000.0,Source Verified,1
25000.0,60 months,13.35,MORTGAGE,65000.0,Source Verified,0
9600.0,36 months,11.97,RENT,78000.0,Not Verified,0
8000.0,36 months,12.69,MORTGAGE,38000.0,Source Verified,0
7000.0,36 months,6.54,MORTGAGE,57000.0,Source Verified,0
12000.0,36 months,6.54,MORTGAGE,78000.0,Verified,0
11000.0,36 months,9.32,MORTGAGE,105000.0,Not Verified,0
6400.0,36 months,13.85,MORTGAGE,44000.0,Not Verified,0
35000.0,60 months,20.89,OWN,70000.0,Verified,0
8100.0,60 months,16.32,RENT,48500.0,Not Verified,0
3000.0,36 months,12.42,RENT,75500.0,Not Verified,0
2500.0,36 months,7.88,RENT,47544.0,Verified,0
6000.0,36 months,7.49,RENT,41124.0,Not Verified,0
14000.0,36 months,10.25,MORTGAGE,101004.0,Verified,0
12000.0,60 months,19.91,RENT,65000.0,Source Verified,0
7000.0,36 months,13.11,MORTGAGE,50285.0,Not Verified,0
9000.0,36 months,10.99,RENT,44000.0,Source Verified,0
17150.0,60 months,14.83,RENT,90000.0,Verified,0
6475.0,36 months,5.42,RENT,30000.0,Verified,0
10000.0,36 months,16.11,MORTGAGE,45600.0,Verified,0
15000.0,36 months,6.17,OWN,100000.0,Verified,0
2000.0,36 months,6.62,RENT,85000.0,Not Verified,0
5000.0,36 months,14.26,MORTGAGE,110000.0,Not Verified,0
12000.0,60 months,15.28,RENT,31200.0,Source Verified,1
3000.0,36 months,6.62,RENT,22800.0,Source Verified,0
7000.0,36 months,13.92,OWN,65000.0,Not Verified,0
14400.0,60 months,11.86,MORTGAGE,55400.0,Not Verified,0
7000.0,36 months,9.32,MORTGAGE,40000.0,Source Verified,0
3600.0,60 months,10.37,MORTGAGE,70000.0,Not Verified,1
25000.0,36 months,15.33,MORTGAGE,130000.0,Not Verified,0
4000.0,36 months,7.4,RENT,36000.0,Not Verified,0
5000.0,36 months,7.14,OWN,100000.0,Not Verified,0
9600.0,60 months,14.96,RENT,48000.0,Not Verified,0
10000.0,36 months,17.99,RENT,54000.0,Source Verified,0
5000.0,60 months,17.19,RENT,24600.0,Source Verified,0
12000.0,60 months,18.25,MORTGAGE,119000.0,Not Verified,0
10400.0,36 months,5.99,MORTGAGE,48000.0,Not Verified,0
8000.0,60 months,13.98,OWN,32000.0,Verified,0
5000.0,36 months,7.88,MORTGAGE,70000.0,Not Verified,1
7500.0,36 months,16.49,RENT,44604.0,Not Verified,0
9200.0,36 months,7.49,RENT,29000.0,Not Verified,1
